DATE,PAYS,CODE,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
20/12/2017,LUX,1457,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,23,26
20/12/2017,LUX,1469,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,23,26
20/12/2017,LUX,7326,MULLENDORF,ANGLAIS,SLOVAQUE,FACEBOOK,33,36
20/12/2017,LUX,3863,SCHIFFLANGE,FRANCAIS,FRANCAIS/LUXEMBOURGEOIS,INTERNET,13,13
21/12/2017,LUX,4951,BASCHARAGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,10,9
21/12/2017,LUX,4482,BELVAUX,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,8,5
21/12/2017,LUX,6830,BERBOURG,LUXEMBOURGEOIS/ALLEMAND,LUXEMBOURGEOIS,INTERNET,41,57
21/12/2017,LUX,4613,DIFFERDANGE,ANGLAIS,ANGLAIS,B.A.O.,5,4
21/12/2017,LUX,4670,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,5,4
21/12/2017,LUX,4642,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,5,4
21/12/2017,LUX,3462,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,19,23
21/12/2017,LUX,3505,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,19,23
21/12/2017,LUX,3899,FOETZ,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,11,12
21/12/2017,LUX,5427,GREIVELDANGE,ANGLAIS,ANGLAIS,B.A.O.,35,46
21/12/2017,LUX,5886,HESPERANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,23,28
21/12/2017,LUX,6112,JUNGLINSTER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,31,43
21/12/2017,LUX,1309,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,26
21/12/2017,LUX,2210,LUXEMBOURG,FRANCAIS,FRANCAIS/LUXEMBOURGEOIS,INTERNET,23,26
21/12/2017,LUX,1146,LUXEMBOURG,FRANCAIS,FRANCAIS,B.A.O.,23,26
21/12/2017,LUX,5776,WEILER LA TOUR,FRANCAIS,FRANCAIS,B.A.O.,25,31
22/12/2017,LUX,7774,BISSEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,38,55
22/12/2017,LUX,3466,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,19,23
22/12/2017,LUX,3515,DUDELANGE,PORTUGAIS,LUXEMBOURGEOIS,INTERNET,19,23
22/12/2017,LUX,4319,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,11,10
22/12/2017,LUX,8279,HOLZEM,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,21,16
22/12/2017,LUX,1898,KOCKELSCHEUER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ECOLE,19,24
22/12/2017,LUX,7662,MEDERNACH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,45,57
22/12/2017,LUX,4734,PETANGE,FRANCAIS,FRANCAIS,CURIOSITE,9,6
22/12/2017,LUX,7238,WALFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,28,34
23/12/2017,LUX,6980,RAMELDANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,27,38
23/12/2017,LUX,4985,SANEM,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,FACEBOOK,7,6
23/12/2017,LUX,5375,SCHUTTRANGE,LUXEMBOURGEOIS,ALLEMAND,PUB,30,42
24/12/2017,LUX,6990,HOSTERT,LUXEMBOURGEOIS,FRANCAIS,INTERNET,28,38
24/12/2017,LUX,8010,STRASSEN,ANGLAIS,ANGLAIS,PRESSE,19,26
27/12/2017,LUX,4925,BASCHARAGE,FRANCAIS,ANGLAIS,FACEBOOK,10,9
27/12/2017,LUX,8077,BERTRANGE,BULGARE,ANGLAIS,ECOLE,24,20
27/12/2017,LUX,5407,BOUS,BULGARE,LUXEMBOURGEOIS,INTERNET,31,40
27/12/2017,LUX,8166,BRIDEL,LUXEMBOURGEOIS,FRANCAIS,ENTREPRISE,23,31
27/12/2017,LUX,7734,COLMAR-BERG,ANGLAIS,FRANCAIS,INTERNET,41,59
27/12/2017,LUX,4521,DIFFERDANGE,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,5,4
27/12/2017,LUX,3541,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,19,23
27/12/2017,LUX,3445,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,ENTREPRISE,19,23
27/12/2017,LUX,4154,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,FRANCAIS,PUB,11,10
27/12/2017,LUX,6770,GREVENMACHER,ROUMAIN,ANGLAIS,INTERNET,34,53
27/12/2017,LUX,7650,HEFFINGEN,LUXEMBOURGEOIS,ANGLAIS/FRANCAIS/LUXEMBOURGEOIS,ECOLE,39,51
27/12/2017,LUX,5800,HESPERANGE,LUXEMBOURGEOIS,FRANCAIS,MEDIA,23,28
27/12/2017,FRA,54590,HUSSIGNY,FRANCAIS,ALLEMAND/ANGLAIS,INTERNET,15,10
27/12/2017,FRA,54590,HUSSIGNY,FRANCAIS,FRANCAIS,PRESSE,15,10
27/12/2017,LUX,4888,LAMADELAINE,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,B.A.O.,13,8
27/12/2017,BEL,6761,Latour,FRANCAIS,ANGLAIS,INTERNET,32,33
27/12/2017,LUX,2624,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,23,26
27/12/2017,LUX,2309,LUXEMBOURG,LUXEMBOURGEOIS,ITALIEN,CULTURE,23,26
27/12/2017,LUX,2518,LUXEMBOURG,HONGROIS,FRANCAIS,INTERNET,23,26
27/12/2017,LUX,2624,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,CULTURE,23,26
27/12/2017,LUX,8241,MAMER,HONGROIS,ALLEMAND/ANGLAIS/FRANCAIS,INTERNET,24,19
27/12/2017,LUX,8291,MEISPELT,ANGLAIS,ANGLAIS,INTERNET,31,40
27/12/2017,LUX,5337,MOUTFORT,ROUMAIN,ANGLAIS,PRESSE,26,37
27/12/2017,ITA,43450,N/A,ITALIEN,ANGLAIS,INTERNET,,
27/12/2017,LUX,3390,PEPPANGE,FRANCAIS,FRANCAIS,PRESSE,21,26
27/12/2017,LUX,4757,PETANGE,PORTUGAIS,ALLEMAND/ANGLAIS/FRANCAIS,B.A.O.,9,6
27/12/2017,BEL,4980,RECKANGE-SUR-MESS,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,16,12
27/12/2017,LUX,6919,ROODT-SUR-SYRE,ROUMAIN,ANGLAIS,FACEBOOK,32,45
27/12/2017,LUX,9132,SCHIEREN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,41,62
27/12/2017,LUX,4483,SOLEUVRE,LUXEMBOURGEOIS,FRANCAIS,CURIOSITE,6,4
27/12/2017,DEU,53842,TROISDORF,RUSSE,ALLEMAND/UKRAINIEN,TOURISME ,150,246
27/12/2017,LUX,7224,WALFERDANGE,LUXEMBOURGEOIS,ALLEMAND,ECOLE,28,34
28/12/2017,FRA,57680,ARRY,LUXEMBOURGEOIS,FRANCAIS,TOURISME ,63,90
28/12/2017,LUX,4925,BASCHARAGE,FRANCAIS,ANGLAIS,INTERNET,10,9
28/12/2017,LUX,9633,BASCHLEIDEN,LUXEMBOURGEOIS,ANGLAIS,MEDIA,56,60
28/12/2017,LUX,8052,BERTRANGE,LUXEMBOURGEOIS,ANGLAIS,ENTREPRISE,24,20
28/12/2017,LUX,3279,BETTEMBOURG,FRANCAIS,ANGLAIS,INTERNET,18,20
28/12/2017,LUX,3282,BETTEMBOURG,FRANCAIS,ITALIEN,INTERNET,18,20
28/12/2017,LUX,6211,CONSDORF,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,41,55
28/12/2017,FRA,60100,CREIL,FRANCAIS,FRANCAIS,AMIS,229,337
28/12/2017,LUX,7421,CRUCHTEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ECOLE,41,57
28/12/2017,LUX,4662,DIFFERDANGE,FRANCAIS,ANGLAIS,FACEBOOK,5,4
28/12/2017,LUX,4592,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,CURIOSITE,5,4
28/12/2017,LUX,4522,DIFFERDANGE,PORTUGAIS/LUXEMBOURGEOIS/ITALIEN,LUXEMBOURGEOIS,CURIOSITE,5,4
28/12/2017,FRA,21000,DIJON,FRANCAIS,ANGLAIS,B.A.O.,201,337
28/12/2017,LUX,5488,EHNEN,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,ENTREPRISE,39,47
28/12/2017,FRA,57290,FAMECK,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,AMIS,36,52
28/12/2017,LUX,5750,FRISANGE,HONGROIS,LUXEMBOURGEOIS,ECOLE,20,26
28/12/2017,LUX,6783,GREVENMACHER,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,34,53
28/12/2017,LUX,2425,HOWALD,PORTUGAIS,LUXEMBOURGEOIS,ENTREPRISE,21,26
28/12/2017,LUX,3358,LEUDELANGE,FRANCAIS/ALLEMAND,ANGLAIS,B.A.O.,16,19
28/12/2017,LUX,3360,LEUDELANGE,PORTUGAIS,LUXEMBOURGEOIS,ECOLE,16,19
28/12/2017,LUX,1309,LUXEMBOURG,ALLEMAND,ITALIEN,INTERNET,23,26
28/12/2017,LUX,1741,LUXEMBOURG,PORTUGAIS,FRANCAIS,INTERNET,23,26
28/12/2017,LUX,1254,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,23,26
28/12/2017,LUX,2628,LUXEMBOURG,FRANCAIS,ANGLAIS,INTERNET,23,26
28/12/2017,NLD,1221,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,INTERNET,23,26
28/12/2017,LUX,5331,MOUTFORT,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,26,37
28/12/2017,GBR,NE24ZEX,N/A,ANGLAIS,ALLEMAND,INTERNET,,
28/12/2017,DEU,54453,NITTEL,ALLEMAND,ANGLAIS,INTERNET,39,58
28/12/2017,LUX,4818,RODANGE,NEERLANDAIS,JAPONAIS,INTERNET,13,12
28/12/2017,LUX,3853,SCHIFFLANGE,FRANCAIS,ANGLAIS,MEDIA,13,13
28/12/2017,LUX,3871,SCHIFFLANGE,FRANCAIS,LUXEMBOURGEOIS,ECOLE,13,13
28/12/2017,LUX,3811,SCHIFFLANGE,LITUANIEN,FRANCAIS,FACEBOOK,13,13
28/12/2017,LUX,4997,SCHOUWEILER,LUXEMBOURGEOIS,FRANCAIS,INTERNET,15,11
28/12/2017,LUX,5480,WORMELDANGE,PORTUGAIS,LUXEMBOURGEOIS,ECOLE,37,54
29/12/2017,LUX,5720,ASPELT,LUXEMBOURGEOIS/FRANCAIS,ALLEMAND,MEDIA,23,31
29/12/2017,DEU,54450,AVRICOURT,RUSSE,ALLEMAND,INTERNET,101,151
29/12/2017,LUX,6231,BECH-KLEINMACHER,ALLEMAND,FRANCAIS,B.A.O.,31,40
29/12/2017,LUX,6830,BERBOURG,LUXEMBOURGEOIS,ALLEMAND,MEDIA,41,57
29/12/2017,DEU,10555,BERLIN,RUSSE,ANGLAIS,B.A.O.,,
29/12/2017,LUX,8094,BERTRANGE,NEERLANDAIS,FRANCAIS,FACEBOOK,24,20
29/12/2017,LUX,4970,BETTANGE-SUR-MESS,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,INTERNET,17,14
29/12/2017,LUX,8812,BIGONVILLE,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,MEDIA,46,49
29/12/2017,LUX,3323,BIVANGE,FRANCAIS,LUXEMBOURGEOIS,INTERNET,21,26
29/12/2017,BEL,1090,BRUXELLES,NEERLANDAIS,FRANCAIS,INTERNET,124,218
29/12/2017,LUX,5682,DALHEIM,ANGLAIS,LUXEMBOURGEOIS,FACEBOOK,17,16
29/12/2017,LUX,4973,DIPPACH,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,16,14
29/12/2017,LUX,3583,DUDELANGE,LUXEMBOURGEOIS,ANGLAIS,ECOLE,19,23
29/12/2017,LUX,3466,DUDELANGE,ESPAGNOL,LUXEMBOURGEOIS,INTERNET,19,23
29/12/2017,LUX,3467,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,19,23
29/12/2017,LUX,8363,GREISCH,ALLEMAND,FRANCAIS,PUB,34,27
29/12/2017,LUX,5762,HASSEL,ANGLAIS,LUXEMBOURGEOIS,B.A.O.,27,32
29/12/2017,FRA,57970,ILLANGE,FRANCAIS,ANGLAIS,FACEBOOK,31,47
29/12/2017,LUX,8293,Keispelt,NEERLANDAIS,ALLEMAND,INTERNET,31,40
29/12/2017,LUX,4887,LAMADELAINE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,13,8
29/12/2017,LUX,3350,LEUDELANGE,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,16,19
29/12/2017,LUX,3347,LEUDELANGE,LUXEMBOURGEOIS,ALLEMAND,INTERNET,16,19
29/12/2017,LUX,3354,LEUDELANGE,LUXEMBOURGEOIS,ALLEMAND,ECOLE,16,19
29/12/2017,LUX,1541,LUXEMBOURG,LUXEMBOURGEOIS/FRANCAIS,ANGLAIS,FACEBOOK,23,26
29/12/2017,LUX,2142,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,23,26
29/12/2017,LUX,1326,LUXEMBOURG,ANGLAIS,FRANCAIS,INTERNET,23,26
29/12/2017,LUX,1265,LUXEMBOURG,ANGLAIS,FRANCAIS,FACEBOOK,23,26
29/12/2017,LUX,1730,LUXEMBOURG,ANGLAIS,SLOVAQUE,B.A.O.,23,26
29/12/2017,LUX,1115,LUXEMBOURG,ANGLAIS,NEERLANDAIS,PUB,23,26
29/12/2017,LUX,1242,LUXEMBOURG,ANGLAIS,FRANCAIS/ROUMAIN,B.A.O.,23,26
29/12/2017,LUX,1880,LUXEMBOURG,FRANCAIS,ANGLAIS,B.A.O.,23,26
29/12/2017,LUX,1895,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,23,26
29/12/2017,LUX,1371,LUXEMBOURG,ANGLAIS,ANGLAIS,MEDIA,23,26
29/12/2017,GBR,M242JE,N/A,ANGLAIS,ALLEMAND,TOURISME ,,
29/12/2017,LUX,8913,N/A,LUXEMBOURGEOIS,ITALIEN,INTERNET,,
29/12/2017,BEL,7000,N/A,FRANCAIS,NEERLANDAIS,INTERNET,,
29/12/2017,LUX,4781,PETANGE,HONGROIS,ANGLAIS,CURIOSITE,9,6
29/12/2017,LUX,4991,SANEM,LUXEMBOURGEOIS,ANGLAIS,B.A.O.,7,6
29/12/2017,LUX,9131,SCHIEREN,ALLEMAND,ANGLAIS,INTERNET,41,62
29/12/2017,LUX,3836,SCHIFFLANGE,LUXEMBOURGEOIS,ALLEMAND,CULTURE,13,13
29/12/2017,LUX,8561,SCHWEBACH,LUXEMBOURGEOIS,ANGLAIS,PRESSE,40,50
29/12/2017,LUX,4475,SOLEUVRE,LUXEMBOURGEOIS,FRANCAIS,INTERNET,6,4
29/12/2017,LUX,7307,STEINSEL,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,30,36
30/12/2017,LUX,8086,BERTRANGE,ESPAGNOL,FRANCAIS,INTERNET,24,20
30/12/2017,LUX,8064,BERTRANGE,FRANCAIS,FRANCAIS,B.A.O.,24,20
30/12/2017,FRA,57570,CATTENOM,FRANCAIS,FRANCAIS,FACEBOOK,34,40
30/12/2017,LUX,4577,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,CURIOSITE,5,4
30/12/2017,LUX,4599,DIFFERDANGE,PORTUGAIS,FRANCAIS/LUXEMBOURGEOIS,CURIOSITE,5,4
30/12/2017,LUX,4351,ESCH-SUR-ALZETTE,FRANCAIS,FRANCAIS,B.A.O.,11,10
30/12/2017,LUX,8364,HAGEN,FRANCAIS,FRANCAIS,B.A.O.,25,19
30/12/2017,LUX,9964,HULDANGE,LUXEMBOURGEOIS,FRANCAIS,MEDIA,77,104
30/12/2017,LUX,8379,KLEINBETTINGEN,POLONAIS,FRANCAIS,PUB,23,17
30/12/2017,FRA,69005,LYON,FRANCAIS,FRANCAIS,FACEBOOK,300,528
30/12/2017,FRA,57100,MANOM,FRANCAIS,FRANCAIS,INTERNET,36,48
30/12/2017,LUX,5374,MUNSBACH,FRANCAIS,ANGLAIS,FACEBOOK,26,40
30/12/2017,LUX,5772,WEILER LA TOUR,ANGLAIS,ANGLAIS,B.A.O.,25,31
31/12/2017,LUX,5402,ASSEL,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,32,41
31/12/2017,LUX,8077,BERTRANGE,FRANCAIS,ANGLAIS,PRESSE,24,20
31/12/2017,LUX,4687,DIFFERDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,CURIOSITE,5,4
31/12/2017,LUX,3961,EHLANGE,LUXEMBOURGEOIS,ANGLAIS,INTERNET,15,12
31/12/2017,LUX,2431,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,23,26
31/12/2017,LUX,1210,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,26
31/12/2017,LUX,4418,SOLEUVRE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,INTERNET,6,4
31/12/2017,LUX,4420,SOLEUVRE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,6,4
31/12/2017,FRA,59200,TOURCOING,FRANCAIS,ALLEMAND/FRANCAIS,INTERNET,185,310
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,"
",,,,,,,
